id,tweet_url,Date,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,Tags
9.92E+17,https://twitter.com/MoneyGuyPodcast/status/992454132379205632,5/4/2018,2018-05-04 17:21:18+00:00,MoneyGuyPodcast,"Hey #GenX, Are you making the #moneymoves you should be to reach millionaire status? We cover the important financial steps you should consider taking in this decade of life. Watch here. https://t.co/QluZdXzA6d",original,,GenX moneymoves,,https://www.youtube.com/watch?v=6MbcJA-J1JY,0,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",54246225,Mon Jul 06 16:04:22 +0000 2009,FALSE,"Brian goes beyond common sense to help take your finances to the next level: Award winning podcaster, YouTuber, & fee-only fiduciary advisor.",561,2346,364,114,"Franklin/Nashville, TN",Brian Preston,2070,Eastern Time (US & Canada),http://www.MoneyGuy.com,FALSE,Promotional/Get Rich Quick
9.91E+17,https://twitter.com/WalshonMergers/status/991031570101362689,4/30/2018,2018-04-30 19:08:33+00:00,WalshonMergers,Higher education is the only business transaction where you're expected to keep gladly continuing to pay forever. #endowments #moneymoves,original,,endowments moneymoves,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",267813460,Thu Mar 17 15:53:18 +0000 2011,FALSE,"David Walsh is Managing Director at Harbinger Partners LLC, World Class #Mergers & #Acquisitions",1325,3920,2486,134,Boston,David Walsh,11652,Eastern Time (US & Canada),http://www.harbingerpartnersllc.com,FALSE,Financial Security
9.92E+17,https://twitter.com/Cloud9Showbar/status/992423111831236608,5/4/2018,2018-05-04 15:18:02+00:00,Cloud9Showbar,"Hot Girls For Your Pre Weekend Party Await You @Cloud9Showbar TGIF!!!
#scrantonpa #poconos #phillyphilly #TGIF #fridaymotivation #harleysvillepa #stroudsburgpa #strippers #stripclub #moneymoves #burlesque  #lehighvalley #allentownpa #montcopa #newjersey #poconomountains https://t.co/gcVA7LRgEA",original,,scrantonpa poconos phillyphilly TGIF fridaymotivation harleysvillepa stroudsburgpa strippers stripclub moneymoves burlesque lehighvalley allentownpa montcopa newjersey poconomountains,https://twitter.com/Cloud9Showbar/status/992423111831236608/photo/1,,0,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2391921368,Sun Mar 16 02:11:59 +0000 2014,FALSE,Gentlemen's Club Open Mon. thru Sat. Till 2AM Closed On  Sundays,23,181,150,1,"Pennsylvania, USA",Cloud 9 Showbar,324,Eastern Time (US & Canada),http://www.cloud9showbar.com,FALSE,Adult Entertainment
9.92E+17,https://twitter.com/findingnebula/status/991764799645138945,5/2/2018,2018-05-02 19:42:08+00:00,findingnebula,How #LAFC be looking with all these trades #moneymoves https://t.co/SsI2xItRAZ,original,,LAFC moneymoves,https://twitter.com/findingnebula/status/991764799645138945/photo/1,,6,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7.76E+17,Wed Sep 14 03:59:29 +0000 2016,FALSE,Just another child of the cosmos É??          LAFC ???? Vegan ???Ò,6294,125,493,0,Southern California ,Nelba Valeria Tapia,1487,,,FALSE,Miscellaneous
9.92E+17,https://twitter.com/Ty_McKeiver/status/992072298545938433,5/3/2018,2018-05-03 16:04:02+00:00,Ty_McKeiver,How Black Millennials Can Finally Close The Racial Wealth Gap https://t.co/r9uE4uFqTI #FinLit #MoneyMoves,original,,FinLit MoneyMoves,,https://www.fastcompany.com/40561619/how-black-millennials-can-finally-close-the-racial-wealth-gap,1,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",832132820,Tue Sep 18 23:56:45 +0000 2012,FALSE,All views here are my own. RT are not endorsements.,754,296,1024,4,,Tyrik McKeiver,419,Eastern Time (US & Canada),,FALSE,Financial Security
9.92E+17,https://twitter.com/Kelly_Jackson88/status/991599195130880000,5/2/2018,2018-05-02 08:44:05+00:00,Kelly_Jackson88,"How is knowing what a CPC is going to help you make them MONIIIESSSSS? 

https://t.co/suFV6KKHo4 

#lbloggers #digitalmarketing #bloggers #blog #blogtips #bloggertips #affiliatemarketing #MoneyMoves #InfluencerMarketing #influencers #fbloggers",original,,lbloggers digitalmarketing bloggers blog blogtips bloggertips affiliatemarketing MoneyMoves InfluencerMarketing influencers fbloggers,,https://itsmorefuninyour30s.com/2018/04/05/digital-marketing-terms-explained/,4,,,,en,,FALSE,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3241751231,Fri May 08 10:42:54 +0000 2015,FALSE,I eat things then write about it & do things and vlog about it. #London #Essex,81712,26415,24508,174,"Essex, England",Kelly Jackson,16400,Pacific Time (US & Canada),http://www.itsmorefuninyour30s.com,FALSE,Miscellaneous
9.93E+17,https://twitter.com/IgwesiEmmanuel/status/992701958564835328,5/5/2018,2018-05-05 09:46:05+00:00,IgwesiEmmanuel,"https://t.co/Hyv0qqJdat
Making money in Nigeria has really been hard for we Nigerians in this recent times. Nnu has made it easier to make money in partnership with d govt for all nigerians. Register with a token of #1600 @Nigeria #Nigerians #MoneyMoves https://t.co/3QQ9pPHfQq",original,,Nigerians MoneyMoves,https://twitter.com/IgwesiEmmanuel/status/992701958564835328/photo/1,https://nnu.ng/nip/?a=Kisskokod5,4,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.46E+17,Sun Mar 26 19:27:01 +0000 2017,FALSE,Am a guy who wanna really make it in life ..Igbo born . interested in any type of legit business.tho matter d risk .I love my country.#follow_back. #follow_back,68,178,455,0,Nigeria,Igwesi Emmanuel,11,,,FALSE,Miscellaneous
9.91E+17,https://twitter.com/tynessa_moore/status/990900125827551232,4/30/2018,2018-04-30 10:26:14+00:00,tynessa_moore,"https://t.co/t1hORqtXAL 
#JoinMyTeam
#Abundance
#ResidualIncome
#BeYourOwnBoss
 #JoinMyTeam
#Journeytofinancialfreedom
#CEOs #bosslife #wegoneberich
#moneymoves #ilovejewelry #menjewelry #kidsjewelry #womenjewelry #affordableaccessories
#womensfashion #womenaccessories https://t.co/VNZqH6aGIh",original,,JoinMyTeam Abundance ResidualIncome BeYourOwnBoss JoinMyTeam Journeytofinancialfreedom CEOs bosslife wegoneberich moneymoves ilovejewelry menjewelry kidsjewelry womenjewelry affordableaccessories womensfashion womenaccessories,https://twitter.com/tynessa_moore/status/990900125827551232/photo/1,http://www.tystrinkets.com,0,,,,und,,FALSE,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.49E+17,Sat Jul 02 15:19:49 +0000 2016,FALSE,Living life to the fullest and I enjoy traveling!!!,78,36,154,1,"Florida, USA",Ty Moore,200,,http://www.tystrinkets.com,FALSE,Financial Security
9.93E+17,https://twitter.com/MercuryMarketer/status/992532749272731649,5/4/2018,2018-05-04 22:33:42+00:00,MercuryMarketer,"https://t.co/Uv0i7w2Tti &lt;&lt; Love @stockx, itÉ??s my go-to for Streetwear too! Learn how to sell your #luxurywatch like #stocks. #luxurylifestyle #WealthCreation #moneymoves #invest #StockMarket #personalfinance https://t.co/TY06rDA7pD",original,,luxurywatch stocks luxurylifestyle WealthCreation moneymoves invest StockMarket personalfinance,https://twitter.com/MercuryMarketer/status/992532749272731649/photo/1,https://buff.ly/2FoKjv1,1,,,,en,,FALSE,0,,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",9.38E+17,Tue Dec 05 20:26:15 +0000 2017,FALSE,"Content of all kinds, Social Media solutions, plus product photography and graphic design! Mercury handles the art side of marketing!",2344,802,5002,3,"Oakland, CA",Mercury Content Marketer,280,Pacific Time (US & Canada),http://MercuryContentMarketer.com,FALSE,Financial Security
9.92E+17,https://twitter.com/RealFancyCesar/status/991959606468468737,5/3/2018,2018-05-03 08:36:14+00:00,RealFancyCesar,"https://t.co/XsQLrWDOvF

https://t.co/Wgdl1nSCGz

#makesomemoney #moneymoves #moneytalks",original,,makesomemoney moneymoves moneytalks,,http://endfinancialstressnow.com/secret/index.php?aid=19039 http://endfinancialstressnow.com/secret/startnow.php?aid=19039,0,,,,und,,FALSE,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",396866190,Sun Oct 23 21:52:59 +0000 2011,FALSE,Process of being one of the greats. #striveforgreatness,32413,590,819,2,"Texas, USA",Cesar Chavez,11067,,,FALSE,Miscellaneous
9.91E+17,https://twitter.com/MercuryMarketer/status/991444176930856960,5/1/2018,2018-05-01 22:28:06+00:00,MercuryMarketer,https://t.co/xWXCKCIbrs &lt;&lt; These are some of the sweetest AirBnBs for under $100 #traveltuesday #Traveller #traveltips #personalfinance #moneymoves #moneymattersmatter #MoneySaving https://t.co/5NYRXyaIU1,original,,traveltuesday Traveller traveltips personalfinance moneymoves moneymattersmatter MoneySaving,https://twitter.com/MercuryMarketer/status/991444176930856960/photo/1,https://buff.ly/2HAlQZM,1,,,,en,,FALSE,0,,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",9.38E+17,Tue Dec 05 20:26:15 +0000 2017,FALSE,"Content of all kinds, Social Media solutions, plus product photography and graphic design! Mercury handles the art side of marketing!",2344,802,5002,3,"Oakland, CA",Mercury Content Marketer,280,Pacific Time (US & Canada),http://MercuryContentMarketer.com,FALSE,Promotional/Get Rich Quick
9.91E+17,https://twitter.com/StevenTheGay/status/991399242517409792,5/1/2018,2018-05-01 19:29:33+00:00,StevenTheGay,Huge win at work today #hardwork #MoneyMoves #PositiveVibes no time for #deadweight,original,,hardwork MoneyMoves PositiveVibes deadweight,,,0,,,,en,"Dania Beach, FL",,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2685921526,Tue Jul 08 05:42:40 +0000 2014,FALSE,New York State of Mind,33,12,66,0,"Hollywood, FL",Steven,184,Eastern Time (US & Canada),,FALSE,Motivation
9.90E+17,https://twitter.com/tSAMSONb/status/990206658780454914,4/28/2018,2018-04-28 12:30:39+00:00,tSAMSONb,"I can finally say farewell to GCA/ABM.
4 fuckin years in this bitch!  And we out!
#Makingmoves #MoneyMoves #ByeBitch #NewOpportunities",original,,Makingmoves MoneyMoves ByeBitch NewOpportunities,,,4,,,,en,,,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1268820978,Fri Mar 15 05:08:04 +0000 2013,FALSE,"don't make EXCUSES, make IMPROVEMENTS.",5738,94,726,0,"Corvalllis, OR 97333",tSAMSONb,729,Pacific Time (US & Canada),,FALSE,Motivation
9.90E+17,https://twitter.com/NativeDGK1/status/989990971449511937,4/27/2018,2018-04-27 22:13:35+00:00,NativeDGK1,I cannot wait to get a phone call to start working. I've been laid off for only 4 days but i love to work and make that money. #WorkingLife2018 #moneymoves,original,,WorkingLife2018 moneymoves,,,1,,,,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.84E+17,Tue Apr 10 06:46:28 +0000 2018,FALSE,Laid back and going with what life gives me ???Ø,81,5,36,0,,Isiah???Ø???Ò,40,,,FALSE,Motivation
9.91E+17,https://twitter.com/vaboy4lyf/status/991465751797264389,5/1/2018,2018-05-01 23:53:50+00:00,vaboy4lyf,"I dance while makin #moneymoves
#MyJobBetterThanYours
#workflow #freemoney https://t.co/YVdB5RNXLV",original,,moneymoves MyJobBetterThanYours workflow freemoney,,https://www.instagram.com/p/BiQP9_YjaWN/?utm_source=twitter,0,,,,en,,FALSE,0,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",834539222,Thu Sep 20 01:55:05 +0000 2012,FALSE,,5,261,292,0,Dub City,Dj Myers,291,,http://dubcitymedia.com,FALSE,Adult Entertainment
9.91E+17,https://twitter.com/doriayala70/status/991441692464005121,5/1/2018,2018-05-01 22:18:14+00:00,doriayala70,I DON'T DANCE NOW I MAKE #MONTEREYBAY #moneymoves You CAN'T f with if you #Wanted to I gotta #Loves  #Boss is you #Stupid ??? I #Moves #LOVE #surprises in #Carmel #KevinJames #Minnie #Electrical #Engineer #Star #Skill for https://t.co/F3pOVXXqhn,quote,,MONTEREYBAY moneymoves Wanted Loves Boss Stupid Moves LOVE surprises Carmel KevinJames Minnie Electrical Engineer Star Skill,,https://twitter.com/RaylaRimpson/status/892456965326217217,1,,,,en,Nekter Juice Bar - Coming Soon,FALSE,0,8.92E+17,RaylaRimpson,455978770,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3023102618,Tue Feb 17 00:51:45 +0000 2015,FALSE,,4883,1181,4998,11,,Dora Mary Ayala,2324,,,FALSE,Cardi B Mentions
9.92E+17,https://twitter.com/JustBeinHonest/status/992040948702953473,5/3/2018,2018-05-03 13:59:28+00:00,JustBeinHonest,I dont dance..... #moneymoves #latergram #BroccoliCity #Cardi https://t.co/5AfleLRjwj,original,,moneymoves latergram BroccoliCity Cardi,,https://www.instagram.com/p/BiUVsgPAt9K/?utm_source=twitter,0,,,,en,,FALSE,0,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",51872294,Sun Jun 28 22:52:03 +0000 2009,FALSE,I talk jewels and tweet diamonds,3548,535,558,15,,J P,104559,Eastern Time (US & Canada),,FALSE,Cardi B Mentions
9.91E+17,https://twitter.com/PhilipBulavko/status/991170187243278341,5/1/2018,2018-05-01 04:19:22+00:00,PhilipBulavko,I love the smell of success in the morning #TuesdayThoughts #GoodMorning #cashflow #dreams #SuccessOverEverything #10X #business #gooutandgetit #AmericanDream #energy #Entrepreneurship #potential #MoneyTalks #MoneyMatters #MoneyMoves #10X #askgaryvee,original,,TuesdayThoughts GoodMorning cashflow dreams SuccessOverEverything 10X business gooutandgetit AmericanDream energy Entrepreneurship potential MoneyTalks MoneyMatters MoneyMoves 10X askgaryvee,,,2,,,,en,,,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.88E+17,Sat Apr 21 14:52:15 +0000 2018,FALSE,"stay hungry, humble and always willing to better yourself #moneymoves follow me on instagram @philipbulavko",49,75,258,3,,Philip Felix Bulavko,146,,,FALSE,Motivation
9.92E+17,https://twitter.com/rahulrulzzzz/status/992322866946412544,5/4/2018,2018-05-04 08:39:42+00:00,rahulrulzzzz,"I really don't want to work for money,
But I really want to work for something,
And have that thing help me make loads of money. 
Y'all feel me ?

#MoneyMoves #WorkOrNoWork #RandomThoughts",original,,MoneyMoves WorkOrNoWork RandomThoughts,,,2,,,,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",107693706,Sat Jan 23 11:55:37 +0000 2010,FALSE,"I work 9 to 8. 
I have no money to save.
Life is not great. 
Microwave.",2264,133,390,0,Gurgaon,Rahul Kapoor,997,,,FALSE,Financial Security
9.92E+17,https://twitter.com/Ms_Aliah/status/991868206959636480,5/3/2018,2018-05-03 02:33:03+00:00,Ms_Aliah,"I uploaded a new episode, ""Money Moves Episode 2 Contracts, Wills and Living Trust"", on #spreaker #calbertstaxservicellc #commonlawmarriage #contracts #estateplanning #finances #junkbonds #livingtrust #money #moneymakingtip #moneymoves #moneytips #taxes https://t.co/WRT50pN0Cc",original,,spreaker calbertstaxservicellc commonlawmarriage contracts estateplanning finances junkbonds livingtrust money moneymakingtip moneymoves moneytips taxes,,https://www.spreaker.com/user/makinmoneymoves/mmm-ep-001?autoplay=1,0,,,,en,,FALSE,0,,,,"<a href=""http://www.spreaker.com"" rel=""nofollow"">Spreaker</a>",38350113,Thu May 07 02:50:26 +0000 2009,FALSE,Tax questions call Calberts Tax Service (713) 239-2286. Follow @calbertstax & @calbertswedding. Wedding questions call Calbert Weddings & Events (281) 741-8074,142,351,968,9,Houston,Aliah Calbert,6526,Central Time (US & Canada),,FALSE,Promotional/Get Rich Quick
9.93E+17,https://twitter.com/PhilipBulavko/status/992730873542922240,5/5/2018,2018-05-05 11:40:58+00:00,PhilipBulavko,"IÉ??m not afraid of failure, IÉ??m scared to death of not seizing my opportunity #Successful #SuccessStories #100K #successtrain #moneymontra #cashcow #moneymoves #entrepreneurship #10X #SaturdayMotivation #askgaryvee #MoneyTalks #MoneyTeam #opportunity",original,,Successful SuccessStories 100K successtrain moneymontra cashcow moneymoves entrepreneurship 10X SaturdayMotivation askgaryvee MoneyTalks MoneyTeam opportunity,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.88E+17,Sat Apr 21 14:52:15 +0000 2018,FALSE,"stay hungry, humble and always willing to better yourself #moneymoves follow me on instagram @philipbulavko",49,75,258,3,,Philip Felix Bulavko,146,,,FALSE,Motivation
9.92E+17,https://twitter.com/__KariiDoll/status/991822587784257538,5/2/2018,2018-05-02 23:31:46+00:00,__KariiDoll,"IÉ??ve been making so many #MoneyMoves my money is tired... ??????è´É?çÉ??ã?èÉ?ßã?è

#MyLife",original,,MoneyMoves MyLife,,,0,,,,en,,,0,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",890163667,Fri Oct 19 02:35:32 +0000 2012,FALSE,,1689,611,285,6,All Around The World É??É?Ê,í?É?≠??†?ù????†??†??†?? !,16128,Atlantic Time (Canada),http://facebook.com/ms.karii.doll,FALSE,Motivation
9.90E+17,https://twitter.com/Official_Mike_P/status/989933761709133824,4/27/2018,2018-04-27 18:26:15+00:00,Official_Mike_P,"If u aint tapped in u sleepin hard!
#midwest #westcoast #southside #eastside #moneymoves #ipray #wakeup #stopsleeping #tunein https://t.co/OmGFSlEHyp",original,,midwest westcoast southside eastside moneymoves ipray wakeup stopsleeping tunein,,https://www.facebook.com/TheRealMikeP100/videos/1627683320640788/,0,,,,en,,FALSE,0,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1528973406,Tue Jun 18 22:23:17 +0000 2013,FALSE,"Artist/Producer/Father/Husband/Warrior

Click Me ????https://t.co/jhDIXZ3xq7

Fort Wayne É?? SD

Booking/Features 

 Therealmikep100@gmail.com",214,828,424,23,"San Diego, CA",Mike P,4648,,https://www.facebook.com/TheRealMikeP100/,FALSE,Motivation
9.92E+17,https://twitter.com/loveless2uz/status/992488224944570368,5/4/2018,2018-05-04 19:36:47+00:00,loveless2uz,If you donÉ??t think that women have #superpowers check out how much shit we can get done on a 30 mom lunch break #boom #GotMyCapeOnToday #MoneyMoves,original,,superpowers boom GotMyCapeOnToday MoneyMoves,,,0,,,,en,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",487995843,Thu Feb 09 23:38:40 +0000 2012,FALSE,Once I put God first everything fell into place. Thank you god for blessing me to wake up with my 3 Queens & Young King everyday!,12,20,72,1,Cali Éù?ã?è,courtney,62,,,FALSE,Motivation
9.92E+17,https://twitter.com/gabbyknows/status/992429966150299648,5/4/2018,2018-05-04 15:45:17+00:00,gabbyknows,"If you made the same resolution I did, youÉ??ve been on a tight budget, working to pay off debt and increase your savings. Way to go! But now you are feeling the itch to shop, right? Here are 5 Ways to Splurge Without Breaking the Bank. #MoneyMoves #Finances https://t.co/EB0ugc3uvE https://t.co/ysVtKISpTb",original,,MoneyMoves Finances,https://twitter.com/gabbyknows/status/992429966150299648/photo/1,http://ow.ly/1xxV30jPOVJ,0,,,,en,,FALSE,0,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",233675851,Mon Jan 03 21:03:09 +0000 2011,FALSE,Bargain hunter É?õ Penny pincher É?õ Budget builder É?õ Blogger É?õ @FTWCCU's virtual spokeswoman É?õ Federally insured by NCUA É?õ #GetYourWorthOn,1513,1003,950,43,Texas,Gabby Knows,8298,Central Time (US & Canada),http://www.GetYourWorthOn.com,FALSE,Financial Security
9.92E+17,https://twitter.com/FBARawBiznMrsBi/status/992176514434203650,5/3/2018,2018-05-03 22:58:09+00:00,FBARawBiznMrsBi,If you need a hit song or hook inbox Me for prices I have been writing music for every genre and everything I touch is a hit I do have a lost of artist o have written music for #hiphop #music #MoneyMoves #RealMusic,original,,hiphop music MoneyMoves RealMusic,,,2,,,,en,,,1,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.21E+17,Sun Jan 15 18:00:24 +0000 2017,FALSE,"CEO'S OF F.B.A MUSIC DEVELOPMENT Raw Biz artist, song writer,  and performer. Mrs. Biz manager of F.B.A MUSIC DEVELOPEMENT",35,519,3089,2,"Milwaukee, WI",F.B.A Music Inc,322,,,FALSE,Music
9.92E+17,https://twitter.com/PhilipBulavko/status/991937556165152768,5/3/2018,2018-05-03 07:08:37+00:00,PhilipBulavko,If you really want success you better be willing to eat shit for the next three to five years #WorkHard #ThursdayThoughts #HUSTLEGANG #askgaryvee #10X #MoneyGang #MoneyHeist #potiental #excellence #DoItBig #Entrepreneur #MoneyMoves,original,,WorkHard ThursdayThoughts HUSTLEGANG askgaryvee 10X MoneyGang MoneyHeist potiental excellence DoItBig Entrepreneur MoneyMoves,,,1,,,,en,,,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.88E+17,Sat Apr 21 14:52:15 +0000 2018,FALSE,"stay hungry, humble and always willing to better yourself #moneymoves follow me on instagram @philipbulavko",49,75,258,3,,Philip Felix Bulavko,146,,,FALSE,Motivation
9.91E+17,https://twitter.com/Jxrose151/status/991273793678016512,5/1/2018,2018-05-01 11:11:04+00:00,Jxrose151,If you want to be the best you have to have the habits of the best. #MoneyMoves #NoworNever #inspire #hustleandsoul #PositiveMentalAttitude,original,,MoneyMoves NoworNever inspire hustleandsoul PositiveMentalAttitude,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.29E+17,Tue Feb 07 19:36:08 +0000 2017,FALSE,"Entrepreneur, Full Time Mom, Wine Enthusiast and Married To My Dream Job Trading Forex",50,53,146,0,"Oregon, USA",Jessica Sorensen,84,,,FALSE,Motivation
9.92E+17,https://twitter.com/growgetrich/status/992027877922295809,5/3/2018,2018-05-03 13:07:31+00:00,growgetrich,"If youÉ??re looking to make money moves, check out my latest post!

#moneymoves #grow #getrich #rich #growgetrich #ownership #wealth #money #hustle #millionaire #motivation #inspiration 

https://t.co/S15iu4hwrS https://t.co/mT333t7f8f",original,,moneymoves grow getrich rich growgetrich ownership wealth money hustle millionaire motivation inspiration,https://twitter.com/growgetrich/status/992027877922295809/photo/1,https://growandgetrich.com/one-minute-money-motivation-focus-on-your-own-money-moves/,0,,,,en,,FALSE,0,,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",9.69E+17,Thu Mar 01 15:36:44 +0000 2018,FALSE,"Think Rich. Live Rich. Be Rich.
https://t.co/ffU8XbVyFZ",0,3,2,0,,Tony Rich,21,,,FALSE,Promotional/Get Rich Quick
9.90E+17,https://twitter.com/JeanieLohnes/status/989949915899092993,4/27/2018,2018-04-27 19:30:26+00:00,JeanieLohnes,"IM A HOMEOWNER

#moneymoves #upgrademylife https://t.co/XItx24G3lC",original,,moneymoves upgrademylife,https://twitter.com/JeanieLohnes/status/989949915899092993/photo/1,,1,,,,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",52319951,Tue Jun 30 05:57:03 +0000 2009,FALSE,Follow Your Fears,364,150,65,0,"Kansas City, MO",Jeanie Lohnes,2388,Central Time (US & Canada),,FALSE,Financial Security
9.92E+17,https://twitter.com/MinkaWicked/status/992303829449261056,5/4/2018,2018-05-04 07:24:03+00:00,MinkaWicked,"I'm live on Twitch - Watch me at 
Come say hi and support the local streamers 
#SupportSmallStreamers
#GFUEL #FaZeup
#MoneyMoves
#Sniper
#quickscopes
#Fortnite
#VictoryRoyale
https://t.co/ROW6tQ5sm2",original,,SupportSmallStreamers GFUEL FaZeup MoneyMoves Sniper quickscopes Fortnite VictoryRoyale,,http://twitch.tv/wickedminka,7,,,,en,,FALSE,3,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.89E+17,Thu Apr 26 05:36:04 +0000 2018,FALSE,"Battleroyale streamer singleplayer adventure streamer new to the game at 50 subs ill be giving away 2 vbuck prize so follow my account
#HENYgang",40,20,64,0,"Perth, Perth (WA)",Wicked Minka,35,Pacific Time (US & Canada),http://twitch.tv/wickedminka,FALSE,Promotional/Get Rich Quick
9.92E+17,https://twitter.com/KhariBaker/status/991839317743063041,5/3/2018,2018-05-03 00:38:15+00:00,KhariBaker,"Im not #Perfect
Im #human
Im #Striving to be #Better 
#Everyday #MoneyMoves",original,,Perfect human Striving Better Everyday MoneyMoves,,,1,,,,en,,,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1334796002,Sun Apr 07 18:28:40 +0000 2013,FALSE,"Im just living life. 23, and future Success Story in the making.",928,788,1135,5,"Greensboro, NC",Khari Baker,11356,Arizona,,FALSE,Motivation
9.92E+17,https://twitter.com/Lottomania_NG/status/992387086232752128,5/4/2018,2018-05-04 12:54:53+00:00,Lottomania_NG,"Imagine getting a 25% welcome Bonus on a platform you can make more than you put in your online wallet.???¶
Real #TGIF AWOOF!???Ò

#Lottomania #LOTTO #WEBPLAY #FridayFeeling #Friday #Miracle #Naijavirals #NowPlaying #NEWS #WINNER #MoneyMoves #MTN #FREE #weekendvibes #EasyDay #Nigeria https://t.co/dUlxRKdjiW",original,,TGIF Lottomania LOTTO WEBPLAY FridayFeeling Friday Miracle Naijavirals NowPlaying NEWS WINNER MoneyMoves MTN FREE weekendvibes EasyDay Nigeria,https://twitter.com/Lottomania_NG/status/992387086232752128/photo/1,,3,,,,en,,FALSE,3,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.15E+17,Tue Oct 03 14:21:23 +0000 2017,FALSE,The Lottomania 6/80 & 5/90 games are the easiest & fastest way to WIN BIG. CLICK on the ink to REGISTER & PLAY and stand a chance to WIN 5 MILLION CASH!???Ò???¶,188,539,1716,0,"Abuja, Nigeria",Lottomania_NG,646,Pacific Time (US & Canada),https://play.lotto-mania.com.ng/,FALSE,Promotional/Get Rich Quick
9.90E+17,https://twitter.com/MIKE_GIRALDO/status/990453702162083841,4/29/2018,2018-04-29 04:52:18+00:00,MIKE_GIRALDO,In 6 months I'm going to be the only 21 yr old I know to have a fully paid off house in Florida #realestate #moneymoves,original,,realestate moneymoves,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",462319643,Thu Jan 12 20:42:01 +0000 2012,FALSE,https://t.co/iTPWStY8FRÉ??.  United States Marine ???ß????,560,281,324,3,,MIKE GIRALDO,4223,,,FALSE,Financial Security
